fecha,value
04/06/2025,"1193,22"
03/06/2025,"1189,67"
02/06/2025,"1183,78"
30/05/2025,"1191,72"
29/05/2025,"1181,90"
28/05/2025,"1164,80"
27/05/2025,"1161,30"
26/05/2025,"1145,42"
23/05/2025,"1143,32"
22/05/2025,"1143,49"
21/05/2025,"1148,80"
20/05/2025,"1153,33"
19/05/2025,"1148,77"
16/05/2025,"1155,12"
15/05/2025,"1140,92"
14/05/2025,"1140,92"
13/05/2025,"1140,92"
12/05/2025,"1141,20"
09/05/2025,"1144,11"
08/05/2025,"1143,32"
07/05/2025,"1156,07"
06/05/2025,"1199,61"
05/05/2025,"1202,92"
02/05/2025,"1183,37"
01/05/2025,"1183,37"
30/04/2025,"1183,37"
29/04/2025,"1173,15"
28/04/2025,"1176,55"
25/04/2025,"1184,24"
24/04/2025,"1186,53"
23/04/2025,"1168,00"
22/04/2025,"1140,38"
21/04/2025,"1122,08"
18/04/2025,"1165,93"
17/04/2025,"1165,93"
16/04/2025,"1165,93"
15/04/2025,"1237,90"
14/04/2025,"1253,40"
11/04/2025,"1333,33"
10/04/2025,"1364,01"
09/04/2025,"1341,72"
08/04/2025,"1376,58"
07/04/2025,"1370,35"
04/04/2025,"1340,44"
03/04/2025,"1319,42"
02/04/2025,"1314,47"
01/04/2025,"1314,47"
31/03/2025,"1313,97"
28/03/2025,"1302,44"
27/03/2025,"1292,29"
26/03/2025,"1295,63"
25/03/2025,"1294,30"
24/03/2025,"1287,22"
21/03/2025,"1287,22"
20/03/2025,"1287,59"
19/03/2025,"1286,38"
18/03/2025,"1299,32"
17/03/2025,"1250,59"
14/03/2025,"1237,78"
13/03/2025,"1233,55"
12/03/2025,"1229,34"
11/03/2025,"1230,38"
10/03/2025,"1228,92"
07/03/2025,"1221,93"
06/03/2025,"1237,86"
05/03/2025,"1235,31"
04/03/2025,"1228,48"
03/03/2025,"1228,48"
28/02/2025,"1228,48"
27/02/2025,"1215,29"
26/02/2025,"1211,56"
25/02/2025,"1211,96"
24/02/2025,"1207,48"
21/02/2025,"1205,88"
20/02/2025,"1206,06"
19/02/2025,"1201,86"
18/02/2025,"1203,16"
17/02/2025,"1210,09"
14/02/2025,"1183,88"
13/02/2025,"1187,89"
12/02/2025,"1186,35"
11/02/2025,"1180,85"
10/02/2025,"1184,07"
07/02/2025,"1194,47"
06/02/2025,"1189,03"
05/02/2025,"1191,94"
04/02/2025,"1188,00"
03/02/2025,"1178,82"
31/01/2025,"1164,79"
30/01/2025,"1164,89"
29/01/2025,"1163,36"
28/01/2025,"1161,38"
27/01/2025,"1162,22"
24/01/2025,"1155,75"
23/01/2025,"1167,35"
22/01/2025,"1172,67"
21/01/2025,"1167,61"
20/01/2025,"1165,90"
17/01/2025,"1165,84"
16/01/2025,"1166,03"
15/01/2025,"1164,05"
14/01/2025,"1162,93"
13/01/2025,"1163,21"
10/01/2025,"1164,01"
09/01/2025,"1164,19"
08/01/2025,"1164,72"
07/01/2025,"1164,37"
06/01/2025,"1165,09"
03/01/2025,"1165,88"
02/01/2025,"1162,12"
01/01/2025,"1170,41"
31/12/2024,"1170,41"
30/12/2024,"1170,41"
27/12/2024,"1170,56"
26/12/2024,"1170,89"
25/12/2024,"1160,97"
24/12/2024,"1160,97"
23/12/2024,"1162,30"
20/12/2024,"1142,20"
19/12/2024,"1131,19"
18/12/2024,"1131,22"
17/12/2024,"1145,26"
16/12/2024,"1100,27"
13/12/2024,"1073,08"
12/12/2024,"1058,21"
11/12/2024,"1057,72"
10/12/2024,"1060,52"
09/12/2024,"1049,31"
06/12/2024,"1049,33"
05/12/2024,"1062,16"
04/12/2024,"1076,34"
03/12/2024,"1075,65"
02/12/2024,"1068,89"
29/11/2024,"1075,76"
28/11/2024,"1075,15"
27/11/2024,"1074,61"
26/11/2024,"1076,12"
25/11/2024,"1077,58"
22/11/2024,"1080,40"
21/11/2024,"1078,95"
20/11/2024,"1074,86"
19/11/2024,"1075,12"
18/11/2024,"1096,02"
15/11/2024,"1096,02"
14/11/2024,"1105,75"
13/11/2024,"1121,11"
12/11/2024,"1124,40"
11/11/2024,"1131,23"
08/11/2024,"1130,20"
07/11/2024,"1135,99"
06/11/2024,"1145,69"
05/11/2024,"1153,50"
04/11/2024,"1151,54"
01/11/2024,"1146,17"
31/10/2024,"1131,46"
30/10/2024,"1138,32"
29/10/2024,"1138,18"
28/10/2024,"1134,18"
25/10/2024,"1141,81"
24/10/2024,"1160,00"
23/10/2024,"1161,99"
22/10/2024,"1161,97"
21/10/2024,"1167,91"
18/10/2024,"1159,05"
17/10/2024,"1159,60"
16/10/2024,"1159,89"
15/10/2024,"1139,91"
14/10/2024,"1143,88"
11/10/2024,"1134,84"
10/10/2024,"1134,84"
09/10/2024,"1147,40"
08/10/2024,"1169,54"
07/10/2024,"1184,07"
04/10/2024,"1187,52"
03/10/2024,"1191,74"
02/10/2024,"1207,51"
01/10/2024,"1220,07"
30/09/2024,"1215,03"
27/09/2024,"1207,75"
26/09/2024,"1210,95"
25/09/2024,"1209,79"
24/09/2024,"1202,13"
23/09/2024,"1204,57"
20/09/2024,"1200,10"
19/09/2024,"1197,74"
18/09/2024,"1206,72"
17/09/2024,"1214,04"
16/09/2024,"1215,72"
13/09/2024,"1226,53"
12/09/2024,"1239,48"
11/09/2024,"1230,16"
10/09/2024,"1230,44"
09/09/2024,"1226,42"
06/09/2024,"1243,87"
05/09/2024,"1258,82"
04/09/2024,"1279,84"
03/09/2024,"1294,46"
02/09/2024,"1285,01"
30/08/2024,"1279,96"
29/08/2024,"1271,33"
28/08/2024,"1282,19"
27/08/2024,"1286,19"
26/08/2024,"1288,25"
23/08/2024,"1282,70"
22/08/2024,"1283,23"
21/08/2024,"1291,75"
20/08/2024,"1287,82"
19/08/2024,"1290,10"
16/08/2024,"1295,30"
15/08/2024,"1276,21"
14/08/2024,"1268,81"
13/08/2024,"1272,49"
12/08/2024,"1284,35"
09/08/2024,"1298,27"
08/08/2024,"1310,45"
07/08/2024,"1331,95"
06/08/2024,"1336,40"
05/08/2024,"1346,09"
02/08/2024,"1334,04"
01/08/2024,"1300,14"
31/07/2024,"1293,33"
30/07/2024,"1267,95"
29/07/2024,"1296,57"
26/07/2024,"1323,15"
25/07/2024,"1332,77"
24/07/2024,"1337,51"
23/07/2024,"1324,96"
22/07/2024,"1333,37"
19/07/2024,"1331,70"
18/07/2024,"1315,29"
17/07/2024,"1300,00"
16/07/2024,"1278,94"
15/07/2024,"1307,54"
12/07/2024,"1416,22"
11/07/2024,"1403,33"
10/07/2024,"1377,39"
09/07/2024,"1386,86"
08/07/2024,"1386,86"
05/07/2024,"1396,24"
04/07/2024,"1395,68"
03/07/2024,"1382,50"
02/07/2024,"1428,46"
01/07/2024,"1413,01"
28/06/2024,"1347,96"
27/06/2024,"1331,96"
26/06/2024,"1332,13"
25/06/2024,"1308,99"
24/06/2024,"1295,22"
21/06/2024,"1273,81"
20/06/2024,"1273,81"
19/06/2024,"1273,81"
18/06/2024,"1245,49"
17/06/2024,"1244,64"
14/06/2024,"1244,64"
13/06/2024,"1241,10"
12/06/2024,"1278,94"
11/06/2024,"1273,90"
10/06/2024,"1272,63"
07/06/2024,"1282,33"
06/06/2024,"1272,01"
05/06/2024,"1283,09"
04/06/2024,"1280,80"
03/06/2024,"1269,91"
31/05/2024,"1215,93"
30/05/2024,"1182,71"
29/05/2024,"1177,14"
28/05/2024,"1200,90"
27/05/2024,"1228,18"
24/05/2024,"1205,73"
23/05/2024,"1234,40"
22/05/2024,"1230,60"
21/05/2024,"1170,28"
20/05/2024,"1106,22"
17/05/2024,"1071,12"
16/05/2024,"1062,25"
15/05/2024,"1050,33"
14/05/2024,"1041,65"
13/05/2024,"1034,89"
10/05/2024,"1035,73"
09/05/2024,"1046,02"
08/05/2024,"1038,77"
07/05/2024,"1048,49"
06/05/2024,"1064,47"
03/05/2024,"1072,64"
02/05/2024,"1064,56"
01/05/2024,"1040,89"
30/04/2024,"1040,89"
29/04/2024,"1037,77"
26/04/2024,"1034,04"
25/04/2024,"1034,06"
24/04/2024,"1015,54"
23/04/2024,"1006,71"
22/04/2024,"1014,98"
19/04/2024,"1026,65"
18/04/2024,"1021,92"
17/04/2024,"1021,16"
16/04/2024,"1031,63"
15/04/2024,"1021,55"
12/04/2024,"1005,46"
11/04/2024,"994,86"
10/04/2024,"999,64"
09/04/2024,"1000,69"
08/04/2024,"985,86"
05/04/2024,"1000,88"
04/04/2024,"996,25"
03/04/2024,"991,25"
02/04/2024,"1016,09"
01/04/2024,"1016,09"
29/03/2024,"1016,09"
28/03/2024,"1016,09"
27/03/2024,"1016,09"
26/03/2024,"1027,09"
25/03/2024,"1012,94"
22/03/2024,"1036,16"
21/03/2024,"1036,25"
20/03/2024,"1042,43"
19/03/2024,"1032,36"
18/03/2024,"1023,89"
15/03/2024,"1027,63"
14/03/2024,"1015,67"
13/03/2024,"1012,01"
12/03/2024,"1036,19"
11/03/2024,"980,98"
08/03/2024,"1000,47"
07/03/2024,"996,63"
06/03/2024,"981,21"
05/03/2024,"1016,08"
04/03/2024,"1029,54"
01/03/2024,"1053,46"
29/02/2024,"1032,24"
28/02/2024,"1031,25"
27/02/2024,"1044,95"
26/02/2024,"1051,04"
23/02/2024,"1076,60"
22/02/2024,"1054,78"
21/02/2024,"1072,51"
20/02/2024,"1080,31"
19/02/2024,"1108,61"
16/02/2024,"1064,71"
15/02/2024,"1086,86"
14/02/2024,"1124,14"
13/02/2024,"1173,36"
12/02/2024,"1173,36"
09/02/2024,"1173,36"
08/02/2024,"1183,55"
07/02/2024,"1199,41"
06/02/2024,"1194,74"
05/02/2024,"1209,52"
02/02/2024,"1237,43"
01/02/2024,"1235,43"
31/01/2024,"1175,67"
30/01/2024,"1208,21"
29/01/2024,"1219,88"
26/01/2024,"1188,48"
25/01/2024,"1229,32"
24/01/2024,"1232,72"
23/01/2024,"1233,22"
22/01/2024,"1241,41"
19/01/2024,"1251,67"
18/01/2024,"1227,54"
17/01/2024,"1221,49"
16/01/2024,"1163,48"
15/01/2024,"1125,30"
12/01/2024,"1096,39"
11/01/2024,"1119,17"
10/01/2024,"1142,45"
09/01/2024,"1160,38"
08/01/2024,"1141,62"
05/01/2024,"1104,93"
04/01/2024,"1050,43"
03/01/2024,"1033,56"
02/01/2024,"991,30"
01/01/2024,"995,00"
29/12/2023,"995,00"
28/12/2023,"950,24"
27/12/2023,"932,59"
26/12/2023,"939,70"
25/12/2023,"954,23"
22/12/2023,"954,23"
21/12/2023,"971,88"
20/12/2023,"946,47"
19/12/2023,"964,69"
18/12/2023,"963,22"
15/12/2023,"993,73"
14/12/2023,"1003,94"
13/12/2023,"1037,29"
12/12/2023,"1011,46"
11/12/2023,"993,53"
08/12/2023,"986,37"
07/12/2023,"986,37"
06/12/2023,"936,93"
05/12/2023,"934,71"
04/12/2023,"913,05"
01/12/2023,"907,69"
30/11/2023,"858,82"
29/11/2023,"838,16"
28/11/2023,"867,12"
27/11/2023,"889,15"
24/11/2023,"972,75"
23/11/2023,"1006,39"
22/11/2023,"984,19"
21/11/2023,"930,44"
20/11/2023,"872,61"
17/11/2023,"872,61"
16/11/2023,"857,14"
15/11/2023,"882,35"
14/11/2023,"868,42"
13/11/2023,"870,63"
10/11/2023,"881,71"
09/11/2023,"863,30"
08/11/2023,"840,97"
07/11/2023,"848,80"
06/11/2023,"844,01"
03/11/2023,"844,01"
02/11/2023,"863,64"
01/11/2023,"840,28"
31/10/2023,"852,85"
30/10/2023,"859,75"
27/10/2023,"806,84"
26/10/2023,"855,48"
25/10/2023,"872,31"
24/10/2023,"843,82"
23/10/2023,"899,33"
20/10/2023,"898,91"
19/10/2023,"888,60"
18/10/2023,"884,74"
17/10/2023,"884,82"
16/10/2023,"870,46"
13/10/2023,"870,46"
12/10/2023,"870,46"
11/10/2023,"854,74"
10/10/2023,"844,81"
09/10/2023,"840,01"
06/10/2023,"812,75"
05/10/2023,"784,83"
04/10/2023,"747,68"
03/10/2023,"720,62"
02/10/2023,"709,83"
29/09/2023,"701,01"
28/09/2023,"694,89"
27/09/2023,"689,85"
26/09/2023,"685,58"
25/09/2023,"683,01"
22/09/2023,"682,08"
21/09/2023,"680,85"
20/09/2023,"679,95"
19/09/2023,"680,08"
18/09/2023,"679,36"
15/09/2023,"678,68"
14/09/2023,"677,79"
13/09/2023,"676,32"
12/09/2023,"676,46"
11/09/2023,"675,54"
08/09/2023,"673,36"
07/09/2023,"674,84"
06/09/2023,"673,47"
05/09/2023,"672,34"
04/09/2023,"672,62"
01/09/2023,"670,37"
31/08/2023,"670,83"
30/08/2023,"670,99"
29/08/2023,"671,02"
28/08/2023,"667,95"
25/08/2023,"664,97"
24/08/2023,"665,40"
23/08/2023,"661,32"
22/08/2023,"658,88"
21/08/2023,"657,48"
18/08/2023,"657,48"
17/08/2023,"659,49"
16/08/2023,"651,42"
15/08/2023,"667,17"
14/08/2023,"621,14"
11/08/2023,"539,89"
10/08/2023,"529,82"
09/08/2023,"527,92"
08/08/2023,"521,92"
07/08/2023,"516,70"
04/08/2023,"514,71"
03/08/2023,"513,99"
02/08/2023,"512,54"
01/08/2023,"509,45"
31/07/2023,"509,10"
28/07/2023,"508,01"
27/07/2023,"510,62"
26/07/2023,"503,90"
25/07/2023,"507,12"
24/07/2023,"497,09"
21/07/2023,"498,08"
20/07/2023,"495,84"
19/07/2023,"494,65"
18/07/2023,"494,90"
17/07/2023,"499,86"
14/07/2023,"499,71"
13/07/2023,"498,73"
12/07/2023,"488,65"
11/07/2023,"488,64"
10/07/2023,"490,40"
07/07/2023,"484,78"
06/07/2023,"484,68"
05/07/2023,"480,37"
04/07/2023,"482,90"
03/07/2023,"483,45"
30/06/2023,"484,69"
29/06/2023,"482,23"
28/06/2023,"484,01"
27/06/2023,"483,43"
26/06/2023,"479,79"
23/06/2023,"486,66"
22/06/2023,"482,51"
21/06/2023,"476,46"
20/06/2023,"479,35"
19/06/2023,"479,35"
16/06/2023,"479,35"
15/06/2023,"474,59"
14/06/2023,"474,98"
13/06/2023,"473,19"
12/06/2023,"474,49"
09/06/2023,"473,50"
08/06/2023,"473,92"
07/06/2023,"472,76"
06/06/2023,"473,87"
05/06/2023,"472,29"
02/06/2023,"469,09"
01/06/2023,"467,03"
31/05/2023,"466,98"
30/05/2023,"462,32"
29/05/2023,"459,51"
26/05/2023,"459,55"
25/05/2023,"459,55"
24/05/2023,"462,35"
23/05/2023,"466,09"
22/05/2023,"464,27"
19/05/2023,"465,42"
18/05/2023,"473,50"
17/05/2023,"444,08"
16/05/2023,"442,43"
15/05/2023,"437,66"
12/05/2023,"434,31"
11/05/2023,"440,07"
10/05/2023,"436,09"
09/05/2023,"432,08"
08/05/2023,"432,08"
05/05/2023,"432,35"
04/05/2023,"430,19"
03/05/2023,"431,03"
02/05/2023,"428,84"
01/05/2023,"436,05"
28/04/2023,"436,05"
27/04/2023,"442,23"
26/04/2023,"446,43"
25/04/2023,"447,50"
24/04/2023,"449,02"
21/04/2023,"437,75"
20/04/2023,"421,90"
19/04/2023,"409,77"
18/04/2023,"408,86"
17/04/2023,"395,45"
14/04/2023,"398,62"
13/04/2023,"388,14"
12/04/2023,"386,34"
11/04/2023,"387,00"
10/04/2023,"390,71"
07/04/2023,"396,60"
06/04/2023,"396,60"
05/04/2023,"396,60"
04/04/2023,"402,41"
03/04/2023,"396,94"
31/03/2023,"397,37"
30/03/2023,"391,82"
29/03/2023,"386,81"
28/03/2023,"383,55"
27/03/2023,"376,40"
24/03/2023,"375,72"
23/03/2023,"375,72"
22/03/2023,"387,10"
21/03/2023,"385,98"
20/03/2023,"387,63"
17/03/2023,"388,84"
16/03/2023,"388,76"
15/03/2023,"383,31"
14/03/2023,"377,76"
13/03/2023,"379,51"
10/03/2023,"380,64"
09/03/2023,"375,43"
08/03/2023,"372,86"
07/03/2023,"366,97"
06/03/2023,"362,42"
03/03/2023,"366,50"
02/03/2023,"364,81"
01/03/2023,"359,78"
28/02/2023,"357,47"
27/02/2023,"356,07"
24/02/2023,"356,78"
23/02/2023,"357,26"
22/02/2023,"356,45"
21/02/2023,"355,59"
20/02/2023,"355,59"
17/02/2023,"355,59"
16/02/2023,"357,61"
15/02/2023,"356,23"
14/02/2023,"355,28"
13/02/2023,"355,27"
10/02/2023,"354,15"
09/02/2023,"354,36"
08/02/2023,"354,95"
07/02/2023,"353,20"
06/02/2023,"353,94"
03/02/2023,"357,36"
02/02/2023,"354,75"
01/02/2023,"353,70"
31/01/2023,"354,81"
30/01/2023,"353,93"
27/01/2023,"352,78"
26/01/2023,"352,22"
25/01/2023,"351,98"
24/01/2023,"353,85"
23/01/2023,"352,21"
20/01/2023,"352,52"
19/01/2023,"332,83"
18/01/2023,"340,30"
17/01/2023,"341,89"
16/01/2023,"344,03"
13/01/2023,"340,23"
12/01/2023,"342,38"
11/01/2023,"327,70"
10/01/2023,"325,87"
09/01/2023,"327,17"
06/01/2023,"329,91"
05/01/2023,"332,67"
04/01/2023,"334,93"
03/01/2023,"330,70"
02/01/2023,"329,21"
30/12/2022,"327,94"
29/12/2022,"334,36"
28/12/2022,"331,63"
27/12/2022,"335,39"
26/12/2022,"327,62"
23/12/2022,"325,71"
22/12/2022,"324,25"
21/12/2022,"322,87"
20/12/2022,"325,01"
19/12/2022,"320,89"
16/12/2022,"320,10"
15/12/2022,"320,10"
14/12/2022,"322,70"
13/12/2022,"323,36"
12/12/2022,"322,35"
09/12/2022,"328,98"
08/12/2022,"328,98"
07/12/2022,"328,98"
06/12/2022,"328,88"
05/12/2022,"319,11"
02/12/2022,"318,67"
01/12/2022,"318,57"
30/11/2022,"312,51"
29/11/2022,"313,45"
28/11/2022,"314,02"
25/11/2022,"316,07"
24/11/2022,"319,30"
23/11/2022,"311,81"
22/11/2022,"312,80"
21/11/2022,"313,58"
18/11/2022,"313,58"
17/11/2022,"313,87"
16/11/2022,"308,98"
15/11/2022,"302,06"
14/11/2022,"299,84"
11/11/2022,"297,71"
10/11/2022,"296,82"
09/11/2022,"292,93"
08/11/2022,"292,37"
07/11/2022,"289,76"
04/11/2022,"290,97"
03/11/2022,"292,92"
02/11/2022,"291,17"
01/11/2022,"292,84"
31/10/2022,"293,92"
28/10/2022,"295,07"
27/10/2022,"294,65"
26/10/2022,"292,28"
25/10/2022,"293,63"
24/10/2022,"291,89"
21/10/2022,"290,63"
20/10/2022,"290,87"
19/10/2022,"292,41"
18/10/2022,"293,33"
17/10/2022,"295,58"
14/10/2022,"299,04"
13/10/2022,"299,42"
12/10/2022,"293,69"
11/10/2022,"288,15"
10/10/2022,"293,25"
07/10/2022,"293,25"
06/10/2022,"293,25"
05/10/2022,"297,50"
04/10/2022,"299,77"
03/10/2022,"297,97"
30/09/2022,"302,48"
29/09/2022,"295,83"
28/09/2022,"297,99"
27/09/2022,"296,78"
26/09/2022,"298,25"
23/09/2022,"301,82"
22/09/2022,"302,19"
21/09/2022,"297,91"
20/09/2022,"295,10"
19/09/2022,"297,11"
16/09/2022,"294,19"
15/09/2022,"289,66"
14/09/2022,"275,45"
13/09/2022,"269,90"
12/09/2022,"269,39"
09/09/2022,"269,56"
08/09/2022,"273,02"
07/09/2022,"271,03"
06/09/2022,"270,34"
05/09/2022,"271,19"
02/09/2022,"278,73"
01/09/2022,"278,73"
31/08/2022,"283,08"
30/08/2022,"283,83"
29/08/2022,"281,78"
28/08/2022,"282,57"
27/08/2022,"282,57"
26/08/2022,"282,57"
25/08/2022,"286,60"
24/08/2022,"286,60"
23/08/2022,"288,15"
22/08/2022,"287,88"
21/08/2022,"292,03"
20/08/2022,"292,03"
19/08/2022,"292,03"
18/08/2022,"288,13"
17/08/2022,"281,37"
16/08/2022,"275,78"
15/08/2022,"279,12"
14/08/2022,"279,12"
13/08/2022,"279,12"
12/08/2022,"279,12"
11/08/2022,"279,36"
10/08/2022,"284,59"
09/08/2022,"279,20"
08/08/2022,"278,94"
07/08/2022,"278,78"
06/08/2022,"278,78"
05/08/2022,"278,78"
04/08/2022,"284,47"
03/08/2022,"281,02"
02/08/2022,"276,66"
01/08/2022,"272,48"
31/07/2022,"276,71"
30/07/2022,"276,71"
29/07/2022,"276,71"
28/07/2022,"298,16"
27/07/2022,"323,77"
26/07/2022,"324,88"
25/07/2022,"319,72"
24/07/2022,"315,50"
23/07/2022,"315,50"
22/07/2022,"315,50"
21/07/2022,"326,09"
20/07/2022,"303,44"
19/07/2022,"297,84"
18/07/2022,"295,24"
15/07/2022,"292,50"
14/07/2022,"284,28"
13/07/2022,"280,06"
12/07/2022,"279,40"
11/07/2022,"285,69"
08/07/2022,"289,29"
07/07/2022,"284,32"
06/07/2022,"270,17"
05/07/2022,"265,28"
04/07/2022,"272,39"
01/07/2022,"247,90"
30/06/2022,"249,59"
29/06/2022,"245,67"
28/06/2022,"243,07"
27/06/2022,"240,09"
24/06/2022,"232,72"
23/06/2022,"232,23"
22/06/2022,"227,94"
21/06/2022,"233,27"
20/06/2022,"235,09"
17/06/2022,"235,09"
16/06/2022,"235,09"
15/06/2022,"229,83"
14/06/2022,"231,96"
13/06/2022,"227,37"
10/06/2022,"223,20"
09/06/2022,"217,50"
08/06/2022,"209,15"
07/06/2022,"208,68"
06/06/2022,"208,84"
03/06/2022,"207,75"
02/06/2022,"207,04"
01/06/2022,"208,62"
31/05/2022,"207,35"
30/05/2022,"209,15"
27/05/2022,"210,35"
26/05/2022,"211,41"
25/05/2022,"211,33"
24/05/2022,"211,33"
23/05/2022,"210,61"
20/05/2022,"209,56"
19/05/2022,"207,88"
18/05/2022,"209,31"
17/05/2022,"209,31"
16/05/2022,"210,79"
13/05/2022,"210,85"
12/05/2022,"206,38"
11/05/2022,"207,08"
10/05/2022,"207,79"
09/05/2022,"206,52"
06/05/2022,"208,49"
05/05/2022,"205,39"
04/05/2022,"203,57"
03/05/2022,"207,49"
02/05/2022,"209,38"
29/04/2022,"205,99"
28/04/2022,"203,99"
27/04/2022,"208,33"
26/04/2022,"212,07"
25/04/2022,"207,96"
22/04/2022,"208,27"
21/04/2022,"203,97"
20/04/2022,"195,24"
19/04/2022,"191,69"
18/04/2022,"189,30"
15/04/2022,"191,33"
14/04/2022,"191,33"
13/04/2022,"191,33"
12/04/2022,"191,67"
11/04/2022,"191,31"
08/04/2022,"191,15"
07/04/2022,"192,32"
06/04/2022,"190,21"
05/04/2022,"190,17"
04/04/2022,"190,88"
01/04/2022,"189,75"
31/03/2022,"190,56"
